lcs_length,10,9,5,8,4,1,1,62
longest_common_subsequence,10,10,7,4,2,6,5,57
levenshtein,10,6,6,5,5,1,1,46
is_valid_parenthesization,10,3,3,1,1,2,2,25
lcs_length,11,9,4,8,3,1,1,58
longest_common_subsequence,11,10,9,4,4,6,5,52
levenshtein,11,6,2,5,1,1,1,53
is_valid_parenthesization,11,3,3,1,1,2,2,25
lcs_length,12,9,4,8,3,1,1,65
longest_common_subsequence,12,10,9,4,4,6,5,52
levenshtein,12,6,2,5,1,1,1,53
is_valid_parenthesization,12,3,3,1,1,2,2,25
lcs_length,13,9,9,8,8,1,1,69
longest_common_subsequence,13,10,9,4,4,6,5,59
levenshtein,13,6,4,5,3,1,1,40
is_valid_parenthesization,13,3,3,1,1,2,2,25
lcs_length,14,9,9,8,8,1,1,69
longest_common_subsequence,14,10,9,4,4,6,5,59
levenshtein,14,6,5,5,4,1,1,55
is_valid_parenthesization,14,3,3,1,1,2,2,25
lcs_length,15,9,9,8,8,1,1,83
longest_common_subsequence,15,10,9,4,4,6,5,59
levenshtein,15,6,4,5,3,1,1,40
is_valid_parenthesization,15,3,3,1,1,2,2,25
lcs_length,16,9,9,8,8,1,1,44
longest_common_subsequence,16,10,9,4,4,6,5,52
levenshtein,16,6,6,5,5,1,1,46
is_valid_parenthesization,16,3,3,1,1,2,2,25
lcs_length,17,9,9,8,8,1,1,69
longest_common_subsequence,17,10,7,4,2,6,5,57
levenshtein,17,6,6,5,5,1,1,46
is_valid_parenthesization,17,3,3,1,1,2,2,25
lcs_length,18,9,6,8,5,1,1,39
longest_common_subsequence,18,10,9,4,4,6,5,52
levenshtein,18,6,6,5,5,1,1,45
is_valid_parenthesization,18,3,3,1,1,2,2,25
lcs_length,19,9,9,8,8,1,1,44
longest_common_subsequence,19,10,9,4,4,6,5,59
levenshtein,19,6,6,5,5,1,1,45
is_valid_parenthesization,19,3,2,1,1,2,1,25
lcs_length,1,9,5,8,4,1,1,62
longest_common_subsequence,1,10,9,4,4,6,5,52
levenshtein,1,6,6,5,5,1,1,45
is_valid_parenthesization,1,3,3,1,1,2,2,25
lcs_length,20,9,9,8,8,1,1,44
longest_common_subsequence,20,10,9,4,4,6,5,52
levenshtein,20,6,5,5,4,1,1,55
is_valid_parenthesization,20,3,3,1,1,2,2,25
lcs_length,21,9,6,8,5,1,1,39
longest_common_subsequence,21,10,7,4,2,6,5,57
levenshtein,21,6,2,5,1,1,1,53
is_valid_parenthesization,21,3,3,1,1,2,2,25
lcs_length,22,9,3,8,2,1,1,65
longest_common_subsequence,22,10,9,4,4,6,5,52
levenshtein,22,6,2,5,1,1,1,53
is_valid_parenthesization,22,3,2,1,1,2,1,25
lcs_length,23,9,9,8,8,1,1,83
longest_common_subsequence,23,10,7,4,2,6,5,57
levenshtein,23,6,4,5,3,1,1,40
is_valid_parenthesization,23,3,3,1,1,2,2,25
lcs_length,24,9,9,8,8,1,1,83
longest_common_subsequence,24,10,9,4,4,6,5,59
levenshtein,24,6,6,5,5,1,1,45
is_valid_parenthesization,24,3,3,1,1,2,2,25
lcs_length,25,9,9,8,8,1,1,69
longest_common_subsequence,25,10,9,4,4,6,5,59
levenshtein,25,6,2,5,1,1,1,53
is_valid_parenthesization,25,3,3,1,1,2,2,25
lcs_length,26,9,9,8,8,1,1,83
longest_common_subsequence,26,10,9,4,4,6,5,59
levenshtein,26,6,2,5,1,1,1,53
is_valid_parenthesization,26,3,3,1,1,2,2,25
lcs_length,27,9,9,8,8,1,1,69
longest_common_subsequence,27,10,9,4,4,6,5,52
levenshtein,27,6,6,5,5,1,1,45
is_valid_parenthesization,27,3,3,1,1,2,2,25
lcs_length,28,9,4,8,3,1,1,65
longest_common_subsequence,28,10,9,4,4,6,5,52
levenshtein,28,6,6,5,5,1,1,45
is_valid_parenthesization,28,3,3,1,1,2,2,25
lcs_length,29,9,6,8,5,1,1,39
longest_common_subsequence,29,10,9,4,4,6,5,52
levenshtein,29,6,6,5,5,1,1,46
is_valid_parenthesization,29,3,3,1,1,2,2,25
lcs_length,2,9,6,8,5,1,1,39
longest_common_subsequence,2,10,9,4,4,6,5,52
levenshtein,2,6,2,5,1,1,1,53
is_valid_parenthesization,2,3,3,1,1,2,2,25
lcs_length,30,9,9,8,8,1,1,69
longest_common_subsequence,30,10,7,4,2,6,5,57
levenshtein,30,6,4,5,3,1,1,40
is_valid_parenthesization,30,3,3,1,1,2,2,25
lcs_length,31,9,4,8,3,1,1,58
longest_common_subsequence,31,10,7,4,2,6,5,57
levenshtein,31,6,6,5,5,1,1,46
is_valid_parenthesization,31,3,3,1,1,2,2,25
lcs_length,32,9,6,8,5,1,1,39
longest_common_subsequence,32,10,9,4,4,6,5,52
levenshtein,32,6,4,5,3,1,1,40
is_valid_parenthesization,32,3,3,1,1,2,2,25
lcs_length,3,9,6,8,5,1,1,46
longest_common_subsequence,3,10,9,4,4,6,5,52
levenshtein,3,6,4,5,3,1,1,40
is_valid_parenthesization,3,3,3,1,1,2,2,25
lcs_length,4,9,9,8,8,1,1,44
longest_common_subsequence,4,10,9,4,4,6,5,52
levenshtein,4,6,6,5,5,1,1,46
is_valid_parenthesization,4,3,3,1,1,2,2,25
lcs_length,5,9,9,8,8,1,1,69
longest_common_subsequence,5,10,9,4,4,6,5,52
levenshtein,5,6,6,5,5,1,1,45
