lcs_length,10,9,9,8,8,1,1,49
longest_common_subsequence,10,10,9,4,4,6,5,73
levenshtein,10,6,6,5,5,1,1,102
is_valid_parenthesization,10,3,3,1,1,2,2,32
lcs_length,11,9,5,8,4,1,1,67
longest_common_subsequence,11,10,7,4,4,6,3,95
levenshtein,11,6,6,5,5,1,1,46
is_valid_parenthesization,11,3,3,1,1,2,2,33
lcs_length,12,9,9,8,8,1,1,72
is_valid_parenthesization,12,3,3,1,1,2,2,33
lcs_length,13,9,6,8,5,1,1,44
longest_common_subsequence,13,10,7,4,4,6,3,104
levenshtein,13,6,6,5,5,1,1,84
is_valid_parenthesization,13,3,3,1,1,2,2,30
lcs_length,14,9,6,8,5,1,1,44
longest_common_subsequence,14,10,8,4,4,6,4,72
levenshtein,14,6,6,5,5,1,1,46
is_valid_parenthesization,14,3,3,1,1,2,2,30
lcs_length,15,9,4,8,3,1,1,62
longest_common_subsequence,15,10,9,4,4,6,5,73
levenshtein,15,6,6,5,5,1,1,126
is_valid_parenthesization,15,3,2,1,1,2,1,30
lcs_length,16,9,6,8,5,1,1,44
longest_common_subsequence,16,10,9,4,4,6,5,100
levenshtein,16,6,6,5,5,1,1,45
is_valid_parenthesization,16,3,2,1,1,2,1,30
lcs_length,17,9,6,8,5,1,1,99
longest_common_subsequence,17,10,8,4,4,6,4,93
levenshtein,17,6,6,5,5,1,1,89
is_valid_parenthesization,17,3,3,1,1,2,2,30
lcs_length,18,9,6,8,5,1,1,130
longest_common_subsequence,18,10,8,4,4,6,4,107
levenshtein,18,6,6,5,5,1,1,45
is_valid_parenthesization,18,3,3,1,1,2,2,29
lcs_length,19,9,4,8,3,1,1,63
longest_common_subsequence,19,10,7,4,4,6,3,134
levenshtein,19,6,6,5,5,1,1,46
is_valid_parenthesization,19,3,3,1,1,2,2,30
lcs_length,1,9,9,8,8,1,1,73
longest_common_subsequence,1,10,9,4,4,6,5,56
is_valid_parenthesization,1,3,3,1,1,2,2,33
lcs_length,20,9,5,8,4,1,1,98
longest_common_subsequence,20,10,9,4,4,6,5,57
levenshtein,20,6,5,5,4,1,1,94
is_valid_parenthesization,20,3,3,1,1,2,2,30
lcs_length,21,9,9,8,8,1,1,74
longest_common_subsequence,21,10,9,4,4,6,5,64
levenshtein,21,6,6,5,5,1,1,45
is_valid_parenthesization,21,3,3,1,1,2,2,30
lcs_length,22,9,4,8,3,1,1,63
longest_common_subsequence,22,10,9,4,4,6,5,90
levenshtein,22,6,6,5,5,1,1,45
is_valid_parenthesization,22,3,3,1,1,2,2,30
lcs_length,23,9,6,8,5,1,1,51
longest_common_subsequence,23,10,8,4,4,6,4,108
levenshtein,23,6,6,5,5,1,1,45
is_valid_parenthesization,23,3,3,1,1,2,2,30
lcs_length,24,9,4,8,3,1,1,144
longest_common_subsequence,24,10,9,4,4,6,5,88
levenshtein,24,6,6,5,5,1,1,46
is_valid_parenthesization,24,3,3,1,1,2,2,30
lcs_length,25,9,9,8,8,1,1,49
longest_common_subsequence,25,10,9,4,4,6,5,87
levenshtein,25,6,6,5,5,1,1,72
is_valid_parenthesization,25,3,3,1,1,2,2,32
lcs_length,26,9,9,8,8,1,1,47
longest_common_subsequence,26,10,7,4,4,6,3,106
levenshtein,26,6,6,5,5,1,1,46
is_valid_parenthesization,26,3,3,1,1,2,2,30
lcs_length,27,9,6,8,5,1,1,51
longest_common_subsequence,27,10,9,4,4,6,5,91
levenshtein,27,6,6,5,5,1,1,45
is_valid_parenthesization,27,3,3,1,1,2,2,30
lcs_length,28,9,9,8,8,1,1,73
longest_common_subsequence,28,10,9,4,4,6,5,63
levenshtein,28,6,6,5,5,1,1,77
is_valid_parenthesization,28,3,3,1,1,2,2,30
lcs_length,29,9,9,8,8,1,1,101
longest_common_subsequence,29,10,9,4,4,6,5,77
levenshtein,29,6,6,5,5,1,1,45
is_valid_parenthesization,29,3,3,1,1,2,2,33
lcs_length,2,9,7,8,6,1,1,92
longest_common_subsequence,2,10,7,4,4,6,3,113
levenshtein,2,6,6,5,5,1,1,86
is_valid_parenthesization,2,3,3,1,1,2,2,33
lcs_length,30,9,9,8,8,1,1,104
longest_common_subsequence,30,10,7,4,4,6,3,112
levenshtein,30,6,6,5,5,1,1,94
is_valid_parenthesization,30,3,3,1,1,2,2,39
lcs_length,31,9,9,8,8,1,1,74
longest_common_subsequence,31,10,8,4,4,6,4,115
levenshtein,31,6,6,5,5,1,1,103
is_valid_parenthesization,31,3,3,1,1,2,2,30
lcs_length,32,9,4,8,3,1,1,63
longest_common_subsequence,32,10,9,4,4,6,5,116
levenshtein,32,6,6,5,5,1,1,46
is_valid_parenthesization,32,3,3,1,1,2,2,30
lcs_length,3,9,9,8,8,1,1,73
longest_common_subsequence,3,10,9,4,4,6,5,123
is_valid_parenthesization,3,3,2,1,1,2,1,34
lcs_length,4,9,9,8,8,1,1,158
longest_common_subsequence,4,10,7,4,4,6,3,81
levenshtein,4,6,6,5,5,1,1,45
is_valid_parenthesization,4,3,2,1,1,2,1,31
lcs_length,5,9,9,8,8,1,1,80
longest_common_subsequence,5,10,7,4,4,6,3,160
levenshtein,5,6,6,5,5,1,1,47
is_valid_parenthesization,5,3,3,1,1,2,2,30
lcs_length,6,9,9,8,8,1,1,73
longest_common_subsequence,6,10,9,4,4,6,5,100
levenshtein,6,6,5,5,4,1,1,57
is_valid_parenthesization,6,3,3,1,1,2,2,32
lcs_length,7,9,5,8,4,1,1,141
longest_common_subsequence,7,10,7,4,4,6,3,95
levenshtein,7,6,6,5,5,1,1,45
is_valid_parenthesization,7,3,3,1,1,2,2,30
lcs_length,8,9,9,8,8,1,1,190
longest_common_subsequence,8,10,9,4,4,6,5,56
levenshtein,8,6,6,5,5,1,1,45
is_valid_parenthesization,8,3,2,1,1,2,1,29
lcs_length,9,9,9,8,8,1,1,48
longest_common_subsequence,9,10,7,4,4,6,3,128
levenshtein,9,6,6,5,5,1,1,45
is_valid_parenthesization,9,3,3,1,1,2,2,33
